מטבח כשר,משופצת,"ממ""ד",מזגן תדיראן,ריהוט,גישה לנכים,מיזוג,מעלית,מחסן,סורגים,חניות,מרפסות,קומות בבנין,מצב הנכס,סוג נכס,עיר,שכונה,תיווך,חדרים,קומה,"מ""ר",מחיר
1,0,1,0,0,1,0,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,[],1,4,2,135,לא צוין מחיר
0,0,1,0,0,0,1,0,0,0,1,,4,דרוש שיפוץ,דירה, אשדוד,"["" רובע ב'""]",1,4,4,85,"1,290,000 ₪"
0,1,0,1,1,0,1,0,0,1,1,,4,משופץ,דירה, אשדוד,[],1,2.5,2,56,לא צוין מחיר
0,1,1,1,0,1,1,1,0,1,1,1,9,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,4,4,125,לא צוין מחיר
0,0,1,0,0,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,3,4,105,"1,799,000 ₪"
0,0,0,1,0,0,1,1,0,0,ללא,,8,במצב שמור,דירה, אשדוד,"["" רובע ג'""]",0,3,1,78,"1,320,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,7,חדש מקבלן,דירת גן,דירת גן,[],0,3,קרקע,120,"1,390,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,משופץ,דירה,דירה,[],0,3,4,70,"1,250,000 ₪"
1,0,0,0,0,0,0,0,0,0,1,2,8,משופץ,דירת גן,דירת גן,[],1,5.5,1,300,לא צוין מחיר
1,0,1,1,0,1,1,1,0,0,ללא,,9,דרוש שיפוץ,דירה, אשדוד,"[' רובע י""ז']",1,4,7,148,"2,000,000 ₪"
0,0,1,0,0,1,0,1,0,0,1,,7,חדש מקבלן,דירת גן, אשדוד,[],1,4,קרקע,129,"1,550,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,במצב שמור,דירה, אשדוד,[],1,4,5,125,"2,050,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,10,משופץ,דירה, אשדוד,[],1,4,6,130,"1,880,000 ₪"
0,1,0,0,1,1,1,1,0,0,1,,9,משופץ,דירה, אשדוד,"["" רובע ט'""]",1,3,6,98,"1,420,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"["" רובע ה'""]",1,4.5,4,136,לא צוין מחיר
1,1,0,1,0,1,1,1,0,1,ללא,,8,משופץ,דירה, אשדוד,[],1,3.5,7,84,"1,070,000 ₪"
1,1,1,1,0,1,1,1,0,0,1,1,9,משופץ,דירה, אשדוד,[' מרינה'],1,4,7,167,"3,650,000 ₪"
0,0,1,0,0,0,1,0,0,0,2,2,,במצב שמור,בית פרטי/קוטג',בית פרטי/קוטג',[],1,9,קרקע,296,"4,300,000 ₪"
0,1,1,0,0,0,1,1,1,0,1,1,13,במצב שמור,דירה, אשדוד,[],1,4,7,170,"2,180,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,14,חדש,דירה, אשדוד,[],1,4,5,140,"2,150,000 ₪"
0,0,0,0,0,0,0,0,0,0,ללא,,3,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,2.5,1,50,"930,000 ₪"
1,1,1,1,0,1,1,0,1,1,1,2,,משופץ,בית פרטי/קוטג', אשדוד,[],1,6,קרקע,340,"4,900,000 ₪"
0,1,1,0,0,1,1,1,0,0,1,1,7,חדש מקבלן,דירה,דירה,[],1,4,5,100,"1,520,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,2,9,משופץ,דירה, אשדוד,[],1,4,5,132,"1,990,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,6,חדש,גג/פנטהאוז, אשדוד,"["" רובע ד'""]",1,5,6,180,"4,650,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,3,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,2.5,1,48,"950,000 ₪"
1,1,1,1,1,1,1,0,0,1,2,1,,משופץ,בית פרטי/קוטג',בית פרטי/קוטג',[],1,6,קרקע,260,"4,290,000 ₪"
0,0,0,0,0,0,1,0,0,0,1,1,8,משופץ,,,,1,,,,
0,1,1,1,0,1,1,1,0,0,1,1,4,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,3,3,93,"1,690,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,,2,משופץ,סטודיו/לופט, אשדוד,[' קרית חלוצים'],1,3,קרקע,60,"850,000 ₪"
1,1,0,0,0,0,1,1,0,0,1,2,9,משופץ,דירה,דירה,[],1,3,9,114,לא צוין מחיר
1,1,0,1,0,1,0,1,0,0,1,1,8,משופץ,דירה, אשדוד,"["" רובע א'""]",0,4.5,4,115,"1,800,000 ₪"
1,1,1,1,0,1,1,1,1,0,1,1,8,משופץ,גג/פנטהאוז, אשדוד,"[' רובע הקריה', ' הסיטי']",0,5.5,8,220,לא צוין מחיר
1,1,1,0,0,0,1,0,0,0,2,2,2,משופץ,דופלקס, אשדוד,"[' רובע ט""ו']",0,5,1,170,"2,530,000 ₪"
0,1,1,1,0,0,1,0,0,1,1,,4,משופץ,דירה, אשדוד,[],1,2.5,3,55,לא צוין מחיר
0,1,1,1,1,1,1,1,1,1,1,,4,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",,3,2,64,"1,050,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,1,3,משופץ,דירת גן,דירת גן,[],0,4,קרקע,207,"2,450,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,7,חדש מקבלן,דירת גן,דירת גן,[],1,3,קרקע,100,"1,370,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,20,חדש מקבלן,גג/פנטהאוז, אשדוד,"[' רובע הקריה', ' הסיטי']",1,5,17,250,"4,726,000 ₪"
1,0,1,0,0,1,1,1,1,0,ללא,1,6,משופץ,דירה, אשדוד,"[' רובע י""ב']",1,4,3,120,"1,910,000 ₪"
,1,1,1,1,1,1,1,1,1,ללא,,8,משופץ,דירה, אשדוד,"["" רובע ד'""]",1,5,3,136,"1,750,000 ₪"
0,0,0,1,0,0,0,0,0,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ד'""]",0,3.5,3,80,"1,340,000 ₪"
1,1,1,1,1,1,1,1,1,1,2,2,,משופץ,בית פרטי/קוטג',בית פרטי/קוטג',[],1,7,קרקע,520,"6,150,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,2,,חדש מקבלן,בית פרטי/קוטג', אשדוד,[],0,7,קרקע,300,לא צוין מחיר
1,1,1,1,1,1,1,1,1,1,1,1,20,משופץ,דירה, אשדוד,[],1,4.5,7,140,"2,750,000 ₪"
0,1,1,0,0,1,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,[],1,4,3,125,"2,100,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,"[' רובע י""א']",1,4,5,125,"2,100,000 ₪"
1,0,1,0,0,1,1,1,1,0,1,1,7,משופץ,דירה,דירה,[],1,5.5,5,160,"2,550,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,7,חדש מקבלן,דירה,דירה,[],1,4,5,96,"1,280,000 ₪"
1,0,0,1,0,0,1,0,0,1,1,,2,משופץ,דירה, אשדוד,"["" רובע ב'""]",0,2.5,קרקע,54,לא צוין מחיר
0,1,1,1,1,1,1,1,1,1,ללא,,6,משופץ,דירת גן,דירת גן,[],0,2,קרקע,80,"1,240,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,חדש מקבלן,דירה, אשדוד,"["" רובע ד'""]",0,5,6,121,"1,748,000 ₪"
1,1,1,1,1,1,1,1,0,1,1,2,7,משופץ,דירת גן, אשדוד,"[' רובע הקריה', ' הסיטי']",1,5.5,קרקע,175,"3,450,000 ₪"
0,1,1,0,0,0,1,1,0,0,ללא,,8,משופץ,דירה,דירה,[],1,4,8,108,"1,580,000 ₪"
1,0,1,0,0,0,1,0,1,0,1,1,2,במצב שמור,דירה,דירה,[],1,4.5,2,25,"2,000,000 ₪"
0,0,1,0,0,1,1,1,1,0,1,1,21,חדש,דירה, אשדוד,"[' הקריה מע""ר']",1,4,16,145,"2,590,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,17,במצב שמור,גג/פנטהאוז, אשדוד,"[' רובע י""ב']",1,6,17,220,"2,800,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,3,משופץ,דירת גן, אשדוד,[],1,4,קרקע,100,"2,340,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,"[' רובע י""ב']",1,5,2,157,לא צוין מחיר
1,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",1,4,7,130,"2,000,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,2,משופץ,דירה, אשדוד,"["" רובע י'""]",1,4,2,105,"1,430,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,8,חדש מקבלן,דירת גן, אשדוד,"["" רובע ו'""]",0,5,קרקע,129,"2,050,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,7,חדש מקבלן,דירה, אשדוד,[],0,3,5,73,"1,190,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,4,דרוש שיפוץ,דירה,דירה,[],0,2.5,4,52,"870,000 ₪"
0,1,1,0,0,1,0,1,0,0,ללא,1,7,חדש מקבלן,דירה,דירה,[],1,3,5,74,"1,220,000 ₪"
0,,,,,,,,,,1,1,3,חדש,דירה, אשדוד,"[' הקריה מע""ר']",1,5,3,209,"3,120,000 ₪"
1,,,,,,,,,,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,5,120,"1,960,000 ₪"
1,0,1,0,0,1,1,1,0,0,1,1,7,במצב שמור,,,,1,,,,
0,1,1,1,0,1,1,1,0,0,1,1,4,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,2,120,"1,990,000 ₪"
0,,,,,,,,,,1,1,8,במצב שמור,דירה, אשדוד,[],1,4,2,120,"1,760,000 ₪"
1,0,1,0,0,1,1,1,1,0,1,1,21,חדש,דירה, אשדוד,"[' רובע ט""ז']",1,3,6,115,"1,790,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,3,משופץ,דירה, אשדוד,"["" רובע ט'""]",1,4,3,96,"1,460,000 ₪"
0,0,0,0,0,0,1,0,0,0,2,1,,במצב שמור,בית פרטי/קוטג', אשדוד,"["" רובע ד'""]",1,5,1,450,"3,799,999 ₪"
0,1,0,0,0,1,1,0,1,0,1,,2,משופץ,דירת גן, אשדוד,"[' רובע י""ג']",1,4,קרקע,220,"2,490,000 ₪"
0,1,1,0,0,1,1,1,1,0,2,1,27,משופץ,דירה, אשדוד,[],1,5,18,201,"4,950,000 ₪"
1,1,0,0,0,0,1,0,0,0,ללא,,4,משופץ,דירה, אשדוד,[],0,2.5,1,52,"1,150,000 ₪"
1,1,1,1,1,1,1,1,1,1,2,2,,במצב שמור,בית פרטי/קוטג', אשדוד,[],0,7,קרקע,340,"7,500,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,3,משופץ,דירה, אשדוד,"["" רובע י'""]",0,3,1,78,"1,450,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,1,משופץ,דופלקס, אשדוד,[],1,5,1,180,לא צוין מחיר
0,1,0,1,0,0,1,0,0,0,1,,3,משופץ,דירה,דירה,[],,3,3,80,"1,250,000 ₪"
0,,,,,,,,,,2,1,28,חדש מקבלן,דירה, אשדוד,"[' הקריה מע""ר']",0,5,22,280,"6,200,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,4,במצב שמור,דירה, אשדוד,[],1,3,1,80,"1,290,000 ₪"
1,0,1,1,0,1,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,5,6,175,"2,850,000 ₪"
0,1,1,0,0,0,1,1,1,1,2,1,12,משופץ,דירה, אשדוד,[],1,5,5,164,"2,850,000 ₪"
1,1,0,0,0,1,1,1,0,1,1,1,9,משופץ,דירה, אשדוד,"[' רובע י""א']",1,4,1,120,"1,820,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,13,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",0,4,7,133,"1,640,000 ₪"
1,1,1,1,1,1,1,1,1,0,1,1,12,משופץ,דירה, אשדוד,[],1,5,7,200,"3,300,000 ₪"
0,1,1,1,0,1,1,1,0,1,ללא,1,7,משופץ,דירה, אשדוד,"["" רובע ח'""]",0,4,4,107,"1,540,000 ₪"
1,,,,,,,,,,,,,,דירה, אשדוד,"["" רובע ד'""]",1,4,2,150,"1,740,000 ₪"
0,,,,,,,,,,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",1,3,6,95,"1,740,000 ₪"
1,0,1,1,0,1,1,0,0,1,1,2,,במצב שמור,דו משפחתי,דו משפחתי,[],1,7,קרקע,550,"7,300,000 ₪"
1,1,1,1,0,1,1,1,1,1,1,1,9,במצב שמור,דירה,דירה,[],1,4,7,135,"2,100,000 ₪"
1,1,1,1,0,1,1,1,1,0,1,1,6,חדש,דירת גן,דירת גן,[],1,4,קרקע,210,"2,590,000 ₪"
1,0,1,0,0,0,1,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""א']",0,4.5,6,126,"2,080,000 ₪"
0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע א'""]",0,3.5,1,71,"1,150,000 ₪"
0,1,1,1,0,1,1,0,1,1,2,1,,משופץ,בית פרטי/קוטג', אשדוד,[],0,6,קרקע,300,"6,700,000 ₪"
0,0,0,0,0,0,0,0,0,1,ללא,1,4,במצב שמור,דירה,דירה,[],1,3,3,75,"1,190,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,8,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,3.5,8,95,"1,410,000 ₪"
1,1,1,0,0,1,1,0,0,0,1,2,8,חדש,דירת גן, אשדוד,"[' רובע ט""ז']",1,6,1,540,"3,470,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,28,חדש מקבלן,דירה, אשדוד,"[' הקריה מע""ר']",1,5,16,172,"3,200,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,7,חדש מקבלן,דירה,דירה,[],1,3,5,73,"1,190,000 ₪"
0,1,1,1,0,0,1,0,0,1,1,1,3,משופץ,גג/פנטהאוז, אשדוד,"[' רובע י""ג']",1,4,2,112,"2,090,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",1,4,1,112,"2,100,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,2,משופץ,גג/פנטהאוז, אשדוד,"[' רובע י""ג']",1,5,2,130,"22,222 ₪"
0,1,1,0,0,1,1,1,0,0,1,2,4,חדש,דירה, אשדוד,"["" רובע א'""]",1,3,2,85,"1,249,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,7,משופץ,דירה, אשדוד,[],1,4,3,101,"1,380,000 ₪"
0,1,1,1,0,1,1,1,0,0,1,1,8,משופץ,דירה, אשדוד,"[' רובע י""ב']",1,5,4,150,"2,690,000 ₪"
1,1,0,1,0,1,1,1,0,0,ללא,,8,משופץ,,,,0,,,,
1,1,0,1,0,0,1,0,0,0,1,,3,משופץ,דירה, אשדוד,"["" רובע י'""]",0,5,3,125,"1,860,000 ₪"
1,,,,,,,,,,3,2,,משופץ,בית פרטי/קוטג', אשדוד,[],0,7,קרקע,840,לא צוין מחיר
0,1,1,1,0,1,1,1,0,1,ללא,1,7,משופץ,דירה, אשדוד,"["" רובע ד'""]",1,4,4,120,"1,670,000 ₪"
0,0,1,0,0,1,1,1,1,0,2,,,במצב שמור,דירת גן,דירת גן,[],1,5,קרקע,170,"3,555,555 ₪"
0,0,0,0,0,0,1,1,0,0,ללא,,8,במצב שמור,דירה, אשדוד,[],1,5,1,110,"1,970,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,8,במצב שמור,דופלקס, אשדוד,[],1,5.5,6,225,לא צוין מחיר
1,1,1,0,0,0,1,0,0,0,1,,3,משופץ,דירה, אשדוד,"["" רובע ט'""]",1,4.5,2,104,"1,630,000 ₪"
0,1,1,0,1,0,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,[],1,5,9,146,"2,300,000 ₪"
1,0,0,0,0,1,1,1,0,0,1,1,7,במצב שמור,דירה, אשדוד,[],1,5,1,158,"1,900,000 ₪"
0,0,0,0,0,0,0,0,0,0,1,,3,משופץ,דירה, אשדוד,"[' רובע י""ג']",1,5,2,120,"1,710,000 ₪"
1,1,0,1,0,0,1,0,0,1,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ו'""]",1,3,4,75,"1,150,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,[],1,3,4,70,"1,280,000 ₪"
1,1,0,1,0,1,1,1,1,1,1,,7,משופץ,דירה, אשדוד,[],1,3.5,7,96,"1,430,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,1,18,חדש מקבלן,גג/פנטהאוז, אשדוד,"[' הקריה מע""ר']",0,5,18,292,"4,000,000 ₪"
1,1,0,0,0,0,1,1,0,1,ללא,,8,משופץ,דירה,דירה,[],0,4,3,113,"1,280,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,7,משופץ,דירה, אשדוד,"["" רובע א'""]",0,4,1,120,"1,650,000 ₪"
1,1,1,0,0,1,0,1,0,0,ללא,1,7,חדש מקבלן,דירה,דירה,[],1,4,5,94,"1,360,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,2,משופץ,דירת גן,דירת גן,[],,5,1,135,"2,350,000 ₪"
0,1,1,1,0,1,1,1,0,0,2,1,7,משופץ,דירה, אשדוד,"[' רובע ט""ו']",0,5,4,170,"2,590,000 ₪"
0,0,1,0,0,1,1,0,0,1,1,1,,במצב שמור,דו משפחתי,דו משפחתי,[],1,5.5,קרקע,420,"3,800,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,2,,משופץ,בית פרטי/קוטג', אשדוד,[],1,8,קרקע,340,"6,000,000 ₪"
0,1,0,0,0,0,0,0,0,0,1,,4,משופץ,דירה, אשדוד,"["" רובע ג'""]",1,3,3,60,"1,350,000 ₪"
1,0,0,0,0,0,1,0,0,0,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ב'""]",1,2.5,קרקע,55,"950,000 ₪"
1,1,0,1,0,0,1,0,0,0,ללא,,2,משופץ,דירה,דירה,[],0,2.5,2,55,"930,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,2.5,2,52,"1,290,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,4,במצב שמור,דירת גן, אשדוד,"["" רובע ג'""]",0,6.5,קרקע,170,"3,100,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,3,2,משופץ,דופלקס, אשדוד,[' מרינה'],1,7,1,290,"5,400,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,2,7,משופץ,דירה, אשדוד,"["" רובע ד'""]",1,5,7,160,"3,450,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,1,משופץ,דירת גן, אשדוד,"[' רובע י""ג']",1,4,קרקע,240,"2,430,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,7,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,4,4,106,"1,470,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,2,במצב שמור,דופלקס, אשדוד,[],1,5,1,155,"2,600,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,"["" רובע ה'""]",0,3.5,6,119,"1,499,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,,במצב שמור,בית פרטי/קוטג', אשדוד,"["" רובע ה'""]",0,5,קרקע,330,"3,780,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,[],0,3,1,73,"1,460,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,7,חדש מקבלן,דירה, אשדוד,[],1,3,קרקע,100,"1,480,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע א'""]",1,3.5,3,75,לא צוין מחיר
0,0,0,0,0,1,1,1,0,1,ללא,1,8,במצב שמור,דירה, אשדוד,[],1,5,8,135,"1,850,000 ₪"
0,1,1,1,0,1,1,1,0,1,1,1,8,במצב שמור,דופלקס, אשדוד,"[' רובע ט""ו']",1,6,1,172,"2,347,000 ₪"
0,0,0,0,0,0,1,0,0,0,ללא,,3,במצב שמור,דירה, אשדוד,[],1,2,1,50,"1,150,000 ₪"
0,0,0,0,0,0,1,0,0,0,1,1,8,משופץ,,,,1,,,,
0,1,1,1,0,1,1,1,0,0,1,2,2,משופץ,דופלקס, אשדוד,"[' רובע י""ז']",1,5,1,180,"2,840,000 ₪"
1,1,0,0,0,1,1,1,0,0,1,,7,משופץ,דירה, אשדוד,"["" רובע ה'""]",1,4,6,105,"1,590,000 ₪"
1,1,1,0,0,0,1,0,0,0,2,1,2,משופץ,דופלקס, אשדוד,"[' רובע ט""ו']",1,5,1,122,"2,390,000 ₪"
0,1,1,1,0,1,1,1,0,0,1,1,3,משופץ,דירה, אשדוד,"[' רובע י""ז']",0,5,1,196,"2,650,000 ₪"
0,1,1,1,0,1,1,0,1,1,1,,,משופץ,בית פרטי/קוטג', אשדוד,"[' רובע ט""ו']",0,7,קרקע,530,"5,390,000 ₪"
1,0,1,0,0,0,1,1,0,0,1,1,24,משופץ,דירה, אשדוד,"[' רובע ט""ז']",0,3,3,122,"1,850,000 ₪"
0,1,0,1,0,1,1,1,0,0,ללא,1,6,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,3,3,92,"1,380,000 ₪"
1,1,1,1,0,1,1,1,0,0,1,2,7,משופץ,דירה, אשדוד,"["" רובע ה'""]",1,4,4,120,"1,550,000 ₪"
0,1,1,0,0,1,1,1,0,0,1,1,7,חדש,דירה, אשדוד,"["" רובע ח'""]",1,4,6,107,"1,680,000 ₪"
0,0,1,0,0,1,0,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,[],1,4,2,135,לא צוין מחיר
0,0,1,0,0,0,1,0,0,0,1,,4,דרוש שיפוץ,דירה, אשדוד,"["" רובע ב'""]",1,4,4,85,"1,290,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,4,משופץ,דירה, אשדוד,[],1,2.5,2,56,לא צוין מחיר
1,1,1,1,0,1,1,1,0,1,1,1,9,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,4,4,125,לא צוין מחיר
0,0,1,0,0,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,3,4,105,"1,799,000 ₪"
0,0,0,1,0,0,1,1,0,0,ללא,,8,במצב שמור,דירה, אשדוד,"["" רובע ג'""]",1,3,1,78,"1,320,000 ₪"
0,1,1,0,0,1,1,1,0,0,1,1,7,חדש מקבלן,דירת גן,דירת גן,[],1,3,קרקע,120,"1,390,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,משופץ,דירה,דירה,[],1,3,4,70,"1,250,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,8,משופץ,דירת גן,דירת גן,[],1,5.5,1,300,לא צוין מחיר
1,0,1,1,0,1,1,1,0,0,ללא,,9,דרוש שיפוץ,דירה, אשדוד,"[' רובע י""ז']",1,4,7,148,"2,000,000 ₪"
1,0,1,0,0,1,0,1,0,0,1,,7,חדש מקבלן,דירת גן, אשדוד,[],1,4,קרקע,129,"1,550,000 ₪"
0,0,1,0,0,1,1,1,1,0,1,1,7,במצב שמור,דירה, אשדוד,[],1,4,5,125,"2,050,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,10,משופץ,דירה, אשדוד,[],0,4,6,130,"1,880,000 ₪"
0,1,0,0,1,1,1,1,0,0,1,,9,משופץ,דירה, אשדוד,"["" רובע ט'""]",0,3,6,98,"1,420,000 ₪"
0,1,1,1,0,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"["" רובע ה'""]",0,4.5,4,136,לא צוין מחיר
1,1,0,1,0,1,1,1,0,1,ללא,,8,משופץ,דירה, אשדוד,[],1,3.5,7,84,"1,070,000 ₪"
1,1,1,1,0,1,1,1,0,0,1,1,9,משופץ,דירה, אשדוד,[' מרינה'],,4,7,167,"3,650,000 ₪"
,1,1,1,1,1,1,1,1,1,2,2,,במצב שמור,בית פרטי/קוטג',בית פרטי/קוטג',[],0,9,קרקע,296,"4,300,000 ₪"
0,1,1,0,0,0,1,1,1,0,1,1,13,במצב שמור,דירה, אשדוד,[],1,4,7,170,"2,180,000 ₪"
1,1,1,0,0,1,1,1,1,1,1,1,14,חדש,דירה, אשדוד,[],1,4,5,140,"2,150,000 ₪"
0,0,0,0,0,0,0,0,0,0,ללא,,3,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,2.5,1,50,"930,000 ₪"
1,1,1,1,0,1,1,0,1,1,1,2,,משופץ,בית פרטי/קוטג', אשדוד,[],1,6,קרקע,340,"4,900,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,חדש מקבלן,דירה,דירה,[],0,4,5,100,"1,520,000 ₪"
1,1,1,0,0,1,1,1,1,0,ללא,2,9,משופץ,דירה, אשדוד,[],1,4,5,132,"1,990,000 ₪"
1,1,1,0,0,1,1,1,0,1,ללא,1,7,משופץ,דירה, אשדוד,"["" רובע ה'""]",0,4.5,7,120,"1,880,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,8,משופץ,דירה, אשדוד,"[' רובע י""ז']",1,4,1,145,"2,350,000 ₪"
1,1,1,0,0,1,1,1,1,0,1,1,8,משופץ,דירה, אשדוד,"[' רובע ט""ו']",1,3.5,2,112,לא צוין מחיר
0,1,1,1,0,1,1,1,0,0,1,2,9,משופץ,דירה, אשדוד,[],1,4,3,140,"2,000,000 ₪"
0,0,1,1,0,1,1,0,1,1,2,1,,במצב שמור,בית פרטי/קוטג', אשדוד,"[' רובע ט""ו']",1,7,קרקע,284,"6,400,000 ₪"
1,1,1,1,0,1,1,1,0,1,1,1,7,חדש,דירה,דירה,[],1,4,5,120,"1,640,000 ₪"
0,1,0,1,0,1,1,1,0,0,ללא,,8,משופץ,,,,0,,,,
1,0,0,0,0,1,1,1,0,0,1,,3,משופץ,דירת גן,דירת גן,[],0,4,קרקע,180,"2,200,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,22,משופץ,דירה,דירה,[],0,4,10,145,"2,500,000 ₪"
1,1,1,0,0,1,0,1,0,0,ללא,,7,חדש מקבלן,דירת גן,דירת גן,[],1,2.5,1,57,"1,280,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,3,משופץ,דירה, אשדוד,"["" רובע א'""]",1,3,2,85,"1,310,000 ₪"
1,0,1,0,0,0,0,0,0,0,2,2,,במצב שמור,בית פרטי/קוטג', אשדוד,[],1,6,קרקע,180,"3,580,000 ₪"
1,,,1,,1,,,1,,,,,,מגרשים, אשדוד,"[' רובע י""ז']",1,-,קרקע,1000,"500,000 ₪"
1,1,1,0,0,1,1,0,1,0,1,,2,חדש,דירת גן, אשדוד,"[' רובע ט""ז']",1,5,קרקע,220,לא צוין מחיר
1,1,1,1,0,1,1,1,0,0,ללא,2,7,חדש מקבלן,גג/פנטהאוז, אשדוד,"["" רובע א'""]",1,4.5,7,105,לא צוין מחיר
