מטבח כשר,משופצת,"ממ""ד",מזגן תדיראן,ריהוט,גישה לנכים,מיזוג,מעלית,מחסן,סורגים,חניות,מרפסות,קומות בבנין,מצב הנכס,סוג נכס,עיר,שכונה,תיווך,חדרים,קומה,"מ""ר",מחיר
0,1,1,1,1,1,1,0,1,1,2,2,,משופץ,בית פרטי/קוטג', אשדוד,[],1,6,קרקע,510,"5,100,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,6,משופץ,דירה,דירה,[],1,4,3,137,"1,930,000 ₪"
0,1,0,1,0,0,1,0,0,0,1,1,3,במצב שמור,דירה,דירה,[],1,3,2,79,"1,400,000 ₪"
0,1,1,1,1,1,1,1,1,0,1,2,8,משופץ,דירה, אשדוד,"[' רובע ט""ו']",1,3,5,120,"1,860,000 ₪"
1,1,1,1,1,1,1,1,1,1,2,1,13,משופץ,דירה, אשדוד,[],1,4.5,3,140,"2,260,000 ₪"
1,1,1,1,1,1,1,1,1,0,ללא,1,,משופץ,דו משפחתי, אשדוד,"[' רובע י""ז']",1,6,קרקע,350,"7,800,000 ₪"
0,1,0,1,0,1,1,1,0,0,1,1,8,משופץ,דירה, אשדוד,"[' רובע ט""ו']",0,3,4,80,"1,550,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,2,2,משופץ,דופלקס,דופלקס,[],0,8,1,200,"6,500,000 ₪"
1,1,0,1,0,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,"[' רובע י""ג']",0,4,5,100,"1,450,000 ₪"
0,,,1,,1,,,1,,,,,,מגרשים, אשדוד,[],1,-,קרקע,1400,"11,111 ₪"
0,1,1,1,0,1,1,1,1,0,ללא,,7,משופץ,דירה, אשדוד,"[' רובע ט""ו']",1,5.5,4,170,"2,600,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,6,משופץ,דירה, אשדוד,[],1,5,2,168,"2,490,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,25,חדש,דירה,דירה,[],1,5,16,180,"3,100,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,3,,משופץ,בית פרטי/קוטג', אשדוד,"[' רובע ט""ו']",1,6,קרקע,520,"4,190,000 ₪"
1,0,0,0,0,1,1,1,0,0,1,2,10,במצב שמור,דופלקס,דופלקס,[],0,7,9,180,"2,200,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,3,7,חדש מקבלן,גג/פנטהאוז,גג/פנטהאוז,[],0,5,7,176,"4,600,000 ₪"
0,1,1,1,0,1,1,1,1,1,1,1,6,חדש,דירה, אשדוד,[],0,5,4,200,"3,100,000 ₪"
0,0,1,0,0,1,1,1,0,0,1,,21,חדש,דירה, אשדוד,"[' הקריה מע""ר']",1,4,8,167,"2,620,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,6,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",0,3.5,6,93,"1,290,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",0,4,2,144,"2,075,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,9,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",0,3,3,93,"1,690,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,11,משופץ,דירה,דירה,[],1,3.5,9,90,"1,450,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,17,חדש,דירה, אשדוד,"["" רובע ח'""]",0,5,11,190,"2,870,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,2,במצב שמור,דירת גן, אשדוד,"[' רובע י""ג']",0,4,1,100,"2,420,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,7,משופץ,דירה, אשדוד,"[' רובע ט""ו']",1,5,5,155,"2,580,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,8,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,4,7,100,"1,640,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,13,משופץ,דירה, אשדוד,"[' רובע ט""ז']",0,4,11,139,"2,150,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,20,חדש,דירה, אשדוד,"["" רובע ד'""]",0,5,17,174,"2,826,000 ₪"
1,1,1,1,1,1,1,1,1,0,1,1,22,חדש,דירה, אשדוד,"[' הקריה מע""ר']",1,5,6,200,"3,200,000 ₪"
1,0,1,1,0,1,1,1,1,0,1,2,8,משופץ,גג/פנטהאוז, אשדוד,"[' רובע ט""ו']",0,5,7,182,"3,120,000 ₪"
1,0,0,0,0,0,1,1,0,0,ללא,,8,משופץ,דירה,דירה,[],1,4,5,105,"1,550,000 ₪"
1,0,0,0,0,0,1,0,0,0,1,1,8,משופץ,,,,1,,,,
0,0,1,1,0,0,0,1,1,0,2,3,40,חדש,גג/פנטהאוז, אשדוד,"[' הקריה מע""ר']",1,6.5,35,260,לא צוין מחיר
0,1,1,0,0,1,1,1,1,0,1,1,9,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,4,9,128,"1,775,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דופלקס, אשדוד,"[' רובע י""ב']",1,5,8,152,"3,250,000 ₪"
0,1,1,1,0,1,1,1,0,1,2,1,17,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,6,13,150,"3,490,000 ₪"
1,1,1,1,1,1,1,1,0,1,ללא,,7,משופץ,דירה,דירה,[],1,4.5,4,110,"1,575,000 ₪"
1,1,0,0,0,1,1,1,0,0,1,,8,במצב שמור,דירה, אשדוד,[],1,2,5,55,"1,150,000 ₪"
0,0,1,0,0,1,1,1,0,0,1,1,17,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,5,14,166,"2,750,000 ₪"
0,1,0,1,0,1,1,1,0,0,1,,7,במצב שמור,דירה, אשדוד,"[' רובע י""א']",1,4.5,2,122,"1,870,000 ₪"
1,0,1,1,0,1,1,1,0,0,ללא,,8,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",1,5,4,160,"2,250,000 ₪"
0,0,1,0,0,0,1,1,1,0,ללא,2,7,חדש מקבלן,גג/פנטהאוז, אשדוד,[],1,5,7,320,"2,700,000 ₪"
0,1,1,1,0,1,1,1,1,0,3,2,13,חדש,גג/פנטהאוז, אשדוד,[],1,6,13,277,לא צוין מחיר
0,0,1,0,0,0,1,1,1,0,1,1,14,במצב שמור,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,5,4,170,"2,180,000 ₪"
0,1,1,1,0,1,1,1,0,0,1,1,7,משופץ,דירת גן, אשדוד,"["" רובע ח'""]",1,4,קרקע,101,"1,760,000 ₪"
1,0,0,0,0,1,1,1,0,0,1,1,8,במצב שמור,דירה, אשדוד,"["" רובע ה'""]",1,3,4,105,לא צוין מחיר
1,1,0,1,0,1,1,1,0,0,1,,8,במצב שמור,דירה, אשדוד,"["" רובע ה'""]",1,4,1,96,"1,440,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,9,במצב שמור,דירה, אשדוד,[],1,6,8,160,"2,580,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,חדש,דירה, אשדוד,"["" רובע א'""]",1,4,4,120,"1,670,000 ₪"
0,1,0,0,0,1,1,1,0,0,ללא,1,8,משופץ,דירה, אשדוד,[],1,3,4,100,"1,550,000 ₪"
0,0,1,0,0,1,0,1,0,0,ללא,2,7,חדש מקבלן,דירה,דירה,[],0,5,6,125,"1,890,000 ₪"
0,0,0,0,0,0,0,0,0,0,ללא,1,9,משופץ,דירה,דירה,[],0,5,5,130,"1,790,000 ₪"
1,1,0,0,1,1,1,0,1,1,ללא,,7,משופץ,דירה, אשדוד,[],1,4,3,115,"1,790,000 ₪"
0,1,0,1,1,1,1,1,0,1,1,,8,משופץ,דירה, אשדוד,"["" רובע א'""]",0,4,3,120,"1,559,000 ₪"
1,0,1,0,0,1,1,1,1,0,2,2,3,במצב שמור,דופלקס, אשדוד,"[' רובע י""ב']",1,5,3,195,"3,250,000 ₪"
0,1,0,1,0,1,1,1,0,0,ללא,,7,משופץ,דירה,דירה,[],1,3,5,85,"1,300,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,3,משופץ,דירה, אשדוד,"["" רובע ב'""]",1,2,1,55,"1,130,000 ₪"
0,1,1,0,0,1,1,1,0,0,1,1,9,במצב שמור,דירה, אשדוד,"[' רובע י""ז']",1,4,3,143,"2,100,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,3,משופץ,דירת גן,דירת גן,[],1,4,קרקע,180,"2,200,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,22,משופץ,דירה,דירה,[],1,4,10,145,"2,500,000 ₪"
1,1,1,0,0,1,0,1,0,0,ללא,,7,חדש מקבלן,דירת גן,דירת גן,[],1,2.5,1,57,"1,280,000 ₪"
1,0,0,0,0,1,1,1,0,1,ללא,,3,משופץ,דירה, אשדוד,"["" רובע א'""]",1,3,2,85,"1,310,000 ₪"
1,0,1,0,0,0,0,0,0,0,2,2,,במצב שמור,בית פרטי/קוטג', אשדוד,[],1,6,קרקע,180,"3,580,000 ₪"
1,,,0,,0,,,0,,,,,,מגרשים, אשדוד,"[' רובע י""ז']",1,-,קרקע,1000,"500,000 ₪"
0,1,1,0,0,1,1,0,1,0,1,,2,חדש,דירת גן, אשדוד,"[' רובע ט""ז']",1,5,קרקע,220,לא צוין מחיר
0,1,1,1,0,1,1,1,0,0,ללא,2,7,חדש מקבלן,גג/פנטהאוז, אשדוד,"["" רובע א'""]",1,4.5,7,105,לא צוין מחיר
0,1,1,1,1,1,1,1,1,1,2,2,,משופץ,בית פרטי/קוטג', אשדוד,[],1,6,קרקע,510,"5,100,000 ₪"
0,1,1,0,0,1,1,1,1,1,1,1,6,משופץ,דירה,דירה,[],0,4,3,137,"1,930,000 ₪"
1,1,0,1,0,1,1,1,0,0,1,,10,משופץ,דירה, אשדוד,"["" רובע ט'""]",0,3,4,97,"1,350,000 ₪"
1,1,1,1,0,1,1,1,1,1,1,1,6,חדש,דירה, אשדוד,"["" רובע ד'""]",1,5,5,180,"3,150,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,17,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",0,5,5,175,"2,400,000 ₪"
0,1,0,1,0,1,1,1,0,0,ללא,,8,משופץ,,,,1,,,,
1,0,1,0,0,1,1,1,0,0,ללא,,7,חדש מקבלן,דירת גן, אשדוד,[],1,4,קרקע,100,"1,540,000 ₪"
0,1,1,0,0,0,1,1,0,0,1,1,3,חדש,גג/פנטהאוז, אשדוד,"[' הקריה מע""ר']",1,6,3,180,"3,926,000 ₪"
0,0,1,0,0,1,1,1,0,0,1,1,11,במצב שמור,דירה, אשדוד,[],1,5,7,160,"2,350,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,9,משופץ,דירה, אשדוד,[],1,3,6,98,"1,450,000 ₪"
0,1,1,1,0,0,1,0,1,1,ללא,,,משופץ,דו משפחתי,דו משפחתי,[],1,9,קרקע,380,"8,000,000 ₪"
0,1,1,1,0,1,1,0,1,1,1,2,1,משופץ,דופלקס, אשדוד,[],1,5,1,160,"2,150,000 ₪"
1,1,0,0,0,0,1,0,0,1,1,,3,משופץ,דירה, אשדוד,"["" רובע ג'""]",1,3.5,3,72,"1,280,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,18,משופץ,דירה, אשדוד,[],1,5.5,8,165,"2,490,000 ₪"
1,1,1,1,1,1,1,1,1,1,2,1,8,משופץ,גג/פנטהאוז, אשדוד,"[' רובע י""ב']",1,5,8,189,"3,690,000 ₪"
1,1,1,0,1,0,1,1,0,1,1,1,7,משופץ,דירה, אשדוד,[],1,6,1,145,"1,760,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,3,משופץ,גג/פנטהאוז, אשדוד,[],1,6,2,150,"2,600,000 ₪"
0,0,1,0,0,1,1,0,1,0,2,3,,במצב שמור,בית פרטי/קוטג', אשדוד,[],1,8,קרקע,530,"4,300,000 ₪"
0,1,1,1,0,0,1,1,1,0,1,1,28,חדש,דירה, אשדוד,"["" רובע א'""]",0,5,4,197,"3,500,000 ₪"
0,0,1,1,0,1,1,1,0,1,1,1,9,במצב שמור,דירה, אשדוד,"["" רובע ה'""]",0,4.5,8,120,"1,760,000 ₪"
0,0,1,0,0,0,1,1,0,0,1,1,8,במצב שמור,דירה, אשדוד,[],1,3,3,100,"1,700,000 ₪"
1,0,0,1,0,1,1,1,0,0,1,1,8,במצב שמור,דירה, אשדוד,[],0,3.5,8,86,"1,180,000 ₪"
1,0,0,0,0,1,1,1,0,0,ללא,,9,במצב שמור,דירה,דירה,[],1,5,1,110,"1,970,000 ₪"
0,1,1,0,0,1,1,1,0,1,1,1,7,חדש מקבלן,דירה, אשדוד,"["" רובע ו'""]",1,3.5,5,100,"1,280,000 ₪"
0,1,1,1,0,1,1,1,1,0,2,2,8,משופץ,דופלקס, אשדוד,[' מרינה'],1,5,7,233,"3,830,000 ₪"
1,1,1,0,0,1,1,1,0,0,1,1,12,משופץ,דירה, אשדוד,[],1,4,8,100,"1,550,000 ₪"
0,1,1,1,0,1,1,1,0,1,ללא,2,7,משופץ,דירה, אשדוד,"["" רובע א'""]",1,4,6,115,"1,590,000 ₪"
1,0,0,1,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ד'""]",1,3,4,79,"1,290,000 ₪"
0,,,,,,,,,,1,2,7,חדש מקבלן,דירה,דירה,[],1,3,7,70,"1,420,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,2,8,חדש,גג/פנטהאוז, אשדוד,"[' רובע י""ב']",1,5,8,180,"2,850,000 ₪"
0,1,0,1,0,1,1,1,1,1,2,1,6,משופץ,דירה, אשדוד,"["" רובע ד'""]",0,5,1,140,"1,980,000 ₪"
0,1,1,1,1,1,1,1,1,0,2,1,10,חדש,גג/פנטהאוז, אשדוד,[],0,5,10,260,"6,500,000 ₪"
1,1,1,1,0,1,1,1,0,0,ללא,,8,משופץ,דירה, אשדוד,"[' רובע י""ב']",0,4,1,140,"2,050,000 ₪"
0,,,,,,,,,,1,,9,דרוש שיפוץ,דירה, אשדוד,"["" רובע ט'""]",1,3,5,87,"1,220,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,3,משופץ,דירה, אשדוד,[],0,3.5,2,89,"10,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,3,במצב שמור,דופלקס, אשדוד,"["" רובע ז'""]",0,6,3,130,"2,490,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,9,במצב שמור,דירה,דירה,[],0,4,7,125,"2,000,000 ₪"
1,1,1,1,1,1,1,1,1,1,2,3,40,חדש,גג/פנטהאוז, אשדוד,"[' הקריה מע""ר']",1,6.5,35,260,לא צוין מחיר
1,1,1,1,1,1,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,"["" רובע ח'""]",0,4,9,128,"1,775,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דופלקס, אשדוד,"[' רובע י""ב']",0,5,8,152,"3,250,000 ₪"
0,1,1,1,0,1,1,1,0,1,2,1,17,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,6,13,150,"3,490,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,7,משופץ,דירה,דירה,[],1,4.5,4,110,"1,575,000 ₪"
0,0,0,0,0,0,1,1,0,0,1,,8,במצב שמור,דירה, אשדוד,"["" רובע ד'""]",0,4,2,96,"1,520,000 ₪"
0,1,0,1,0,1,1,1,0,0,1,1,9,משופץ,דופלקס, אשדוד,"["" רובע ט'""]",0,5,9,168,"1,995,000 ₪"
1,1,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",1,3,4,78,"1,400,000 ₪"
1,1,0,1,0,1,1,1,0,0,ללא,,8,משופץ,,,,0,,,,
,1,1,1,1,1,1,1,1,1,1,,,חדש,בית פרטי/קוטג', אשדוד,"[' רובע י""ז']",1,8,קרקע,330,לא צוין מחיר
0,1,1,1,0,1,1,1,1,0,1,1,18,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,5,8,162,"2,290,000 ₪"
1,1,0,0,1,1,1,1,0,1,1,1,7,משופץ,דירה, אשדוד,[],1,4,4,110,"1,650,000 ₪"
0,0,0,0,0,0,0,0,0,0,ללא,,4,דרוש שיפוץ,דירה, אשדוד,"["" רובע ב'""]",1,3,3,75,"1,180,000 ₪"
1,1,1,0,0,1,0,1,0,0,ללא,1,7,חדש מקבלן,דירה, אשדוד,"["" רובע ב'""]",1,3,5,97,"1,190,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",1,3,2,80,"1,350,000 ₪"
1,,,,,,,,,,ללא,2,7,חדש מקבלן,דירת גן, אשדוד,"["" רובע ד'""]",1,4,קרקע,140,"1,750,000 ₪"
1,1,0,0,0,0,1,0,0,0,1,,4,משופץ,דירה, אשדוד,"["" רובע ג'""]",1,4,3,85,"1,200,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,7,משופץ,דירה, אשדוד,[],1,5,6,160,"1,870,000 ₪"
1,1,1,0,0,1,1,1,1,0,1,1,21,חדש,דירה, אשדוד,"[' הקריה מע""ר']",0,5,11,170,"3,200,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,2,17,חדש,גג/פנטהאוז, אשדוד,"[' רובע ט""ז']",0,6,16,240,"3,950,000 ₪"
,1,1,1,1,1,1,1,1,1,3,2,,דרוש שיפוץ,בית פרטי/קוטג', אשדוד,[],1,7,קרקע,552,"4,800,000 ₪"
0,1,1,0,1,1,1,1,1,0,1,1,6,משופץ,דירה, אשדוד,"[' רובע י""ב']",0,4.5,2,153,"2,550,000 ₪"
1,0,1,1,0,1,1,1,0,0,1,1,9,במצב שמור,דירה, אשדוד,[],1,4,3,113,"1,590,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,2,משופץ,דירת גן, אשדוד,"[' רובע י""ג']",1,3,קרקע,110,"2,175,000 ₪"
1,1,1,1,0,1,1,0,1,1,2,2,,משופץ,בית פרטי/קוטג', אשדוד,[],1,7,קרקע,520,"4,350,000 ₪"
0,1,1,0,0,1,1,1,1,0,1,1,10,במצב שמור,דירה, אשדוד,[],1,5,6,160,"3,200,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,2,משופץ,דירת גן, אשדוד,"[' רובע י""ג']",1,4,1,215,"2,420,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,10,חדש מקבלן,דירה, אשדוד,"[' רובע י""א']",1,5,9,126,"2,450,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""א']",1,5,2,140,"2,150,000 ₪"
1,1,1,0,0,1,1,1,1,0,1,1,13,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,11,135,"1,990,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,8,משופץ,דירה, אשדוד,"[' רובע י""ג']",0,3,3,96,"1,500,000 ₪"
1,1,1,1,0,1,1,1,1,0,1,1,8,משופץ,דירה, אשדוד,"[' רובע י""א']",0,5,2,180,"2,350,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,משופץ,דירה, אשדוד,"["" רובע ח'""]",0,5,4,100,"1,580,000 ₪"
0,0,1,1,0,1,1,1,0,0,ללא,1,7,במצב שמור,דירה, אשדוד,"["" רובע ד'""]",1,4,3,112,"1,690,000 ₪"
0,0,1,0,0,0,1,1,0,0,1,1,10,משופץ,דירה,דירה,[],0,5,3,145,"2,390,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,2,3,משופץ,דופלקס, אשדוד,[],0,5,3,195,"3,200,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,12,משופץ,דירה, אשדוד,[],0,3,10,105,"1,710,000 ₪"
1,0,1,0,0,1,1,1,0,0,ללא,,7,חדש מקבלן,דירת גן, אשדוד,[],1,4,קרקע,100,"1,540,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,3,חדש,גג/פנטהאוז, אשדוד,"[' הקריה מע""ר']",0,6,3,180,"3,926,000 ₪"
0,0,1,0,0,1,1,1,0,0,1,1,11,במצב שמור,דירה, אשדוד,[],0,5,7,160,"2,350,000 ₪"
1,0,0,0,0,1,1,1,1,0,ללא,1,9,משופץ,דירה, אשדוד,[],1,3,6,98,"1,450,000 ₪"
0,1,0,0,0,0,1,0,0,1,1,,3,משופץ,דירה, אשדוד,"["" רובע ג'""]",1,3.5,3,72,"1,280,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,2,1,משופץ,דופלקס, אשדוד,[],0,5,1,160,"2,150,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,18,משופץ,דירה, אשדוד,[],0,5.5,8,165,"2,490,000 ₪"
0,1,1,1,0,1,1,1,1,1,2,1,8,משופץ,גג/פנטהאוז, אשדוד,"[' רובע י""ב']",1,5,8,189,"3,690,000 ₪"
1,0,0,1,0,0,1,0,0,0,1,,6,במצב שמור,דירה,דירה,[],0,3,6,95,"1,180,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"["" רובע ה'""]",1,5,7,129,"1,690,000 ₪"
1,1,1,1,0,1,1,1,1,0,1,1,9,משופץ,דירה, אשדוד,"["" רובע ה'""]",1,4,2,120,"1,980,000 ₪"
0,0,0,0,0,0,1,0,0,0,1,1,8,משופץ,,,,1,,,,
0,1,0,1,0,1,1,1,0,0,1,,9,משופץ,דירה, אשדוד,"["" רובע ד'""]",1,4,7,135,"1,700,000 ₪"
0,1,0,0,0,1,1,1,0,0,1,,7,משופץ,דירה, אשדוד,[],1,4,3,106,"1,520,000 ₪"
0,,,,,,,,,,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ז']",1,4,4,130,"2,270,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,11,חדש,גג/פנטהאוז, אשדוד,"[' רובע הקריה', ' הסיטי']",1,6,10,375,"4,799,000 ₪"
0,1,1,0,0,1,1,1,0,1,1,1,9,משופץ,דירה, אשדוד,"[' רובע י""א']",1,4.5,5,125,"2,000,000 ₪"
1,1,1,0,0,1,1,1,0,1,1,1,9,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,5,4,150,"2,630,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,14,משופץ,דירה, אשדוד,"[' רובע ט""ז']",0,5,4,175,"2,590,000 ₪"
1,1,0,1,1,0,1,0,0,1,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ב'""]",0,2.5,4,61,"1,080,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,חדש מקבלן,דירת גן, אשדוד,[],1,3,קרקע,110,"1,460,000 ₪"
1,0,1,1,0,1,1,1,0,0,1,1,7,במצב שמור,דירה, אשדוד,[],0,4,1,110,"1,190,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,8,משופץ,דירה, אשדוד,"[' רובע י""ז']",1,5,1,166,"2,590,000 ₪"
1,1,1,1,0,1,1,0,1,0,1,2,,משופץ,דו משפחתי, אשדוד,"["" רובע ה'""]",1,7,קרקע,344,לא צוין מחיר
1,1,1,1,1,1,1,1,1,1,2,1,9,משופץ,דירה, אשדוד,"[' רובע י""ב']",1,5,5,148,"2,160,000 ₪"
1,1,1,0,0,1,1,1,1,1,1,1,10,חדש מקבלן,דירת גן, אשדוד,[],1,3,קרקע,85,"1,350,000 ₪"
1,1,1,1,0,1,1,1,1,1,1,1,7,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,4,2,121,"1,700,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,1,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,3,1,67,"1,130,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,1,משופץ,דירת גן, אשדוד,"["" רובע א'""]",1,3,קרקע,71,"1,250,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,29,משופץ,דירה, אשדוד,[],1,5,16,190,"4,050,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,2,משופץ,דירה, אשדוד,"["" רובע ח'""]",0,5,2,120,"1,700,000 ₪"
1,1,1,1,0,0,1,0,0,0,1,1,3,משופץ,דירה, אשדוד,[],0,3,1,110,"1,380,000 ₪"
1,1,1,1,0,1,1,1,1,0,2,2,9,משופץ,גג/פנטהאוז, אשדוד,[],0,5,9,250,"3,980,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,20,משופץ,דירה, אשדוד,"[' הקריה מע""ר']",1,4,10,165,"2,590,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,משופץ,דירת גן, אשדוד,"[' רובע הקריה', ' הסיטי']",0,4.5,קרקע,130,לא צוין מחיר
1,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע ט""ו']",0,4,2,125,"1,999,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,2,16,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",0,4,11,124,"1,830,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,3,דרוש שיפוץ,דירה, אשדוד,"["" רובע א'""]",1,2,3,50,"1,280,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,2,3,משופץ,דירה,דירה,[],0,4,1,100,לא צוין מחיר
0,1,1,1,1,1,1,1,1,1,ללא,2,7,חדש,דירה, אשדוד,"["" רובע ח'""]",0,5,4,100,"1,660,000 ₪"
1,,,,,,,,,,1,1,,במצב שמור,בית פרטי/קוטג', אשדוד,"[' רובע י""א']",1,10,קרקע,380,"4,280,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,3,משופץ,דירה, אשדוד,"["" רובע י'""]",1,5,3,114,"2,050,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,4,במצב שמור,דירה, אשדוד,"["" רובע א'""]",0,3.5,4,90,"1,250,000 ₪"
0,1,1,1,1,1,1,1,1,1,3,2,7,משופץ,גג/פנטהאוז, אשדוד,"[' רובע י""ב']",0,5,7,337,"3,890,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,8,משופץ,דירת נופש,דירת נופש,[],1,2,6,40,"890,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,"[' רובע י""ב']",0,4.5,6,148,"2,280,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,9,משופץ,גג/פנטהאוז, אשדוד,"[' רובע י""ב']",1,5,8,170,לא צוין מחיר
1,1,1,1,1,1,1,1,1,1,1,1,7,דרוש שיפוץ,דירה,דירה,[],1,4.5,1,132,"1,850,000 ₪"
0,0,0,1,0,0,1,0,0,0,1,,6,במצב שמור,דירה,דירה,[],1,3,6,95,"1,180,000 ₪"
1,1,0,0,0,0,0,1,1,0,1,1,24,חדש מקבלן,דירה,דירה,[],1,5,19,160,"2,890,000 ₪"
0,0,1,0,0,1,1,1,1,0,ללא,1,8,במצב שמור,דירה, אשדוד,"[' רובע ט""ו']",1,4,3,145,"1,980,000 ₪"
1,1,0,1,0,1,1,1,0,0,ללא,,8,משופץ,,,,1,,,,
0,1,1,1,0,0,1,1,0,0,1,1,8,משופץ,דירה, אשדוד,[],1,4,6,113,"1,970,000 ₪"
1,1,1,0,0,1,1,1,0,0,1,1,7,חדש מקבלן,דירה, אשדוד,"["" רובע ו'""]",1,5,קרקע,130,"1,950,000 ₪"
0,1,1,0,0,1,1,1,0,1,1,1,4,משופץ,דירה, אשדוד,[],1,4.5,2,128,"1,750,000 ₪"
